age,employment_years,annual_income_inr,loan_amount_inr,loan_tenure_months,interest_rate_pct,credit_score,num_existing_loans,dti_ratio,ltv_ratio,has_collateral,bureau_enquiries_6m,missed_payments_2y,savings_account_balance_inr,ltv_ratio_missing,high_missed_payments,app_month,app_quarter,app_days_since_ref,loan_to_income_ratio,dti_credit_risk,income_per_year_employed,monthly_income,emi_burden_ratio,credit_enquiry_risk,repayment_risk_score,loan_to_savings_ratio,savings_buffer_months,loan_per_month,age_employment_gap,credit_band,dti_band,gender_Male,education_Graduate,education_No_Formal,education_Post_Graduate,education_Undergraduate,state_DL,state_GJ,state_KA,state_MH,state_RJ,state_TN,state_TS,state_UP,state_WB,urban_rural_Semi_Urban,urban_rural_Urban,employment_type_Government,employment_type_Retired,employment_type_Salaried,employment_type_Self_Employed,loan_type_Education_Loan,loan_type_Gold_Loan,loan_type_Home_Loan,loan_type_MSME_Loan,loan_type_Personal_Loan
57,9,2077676,4725095,12,20.64,869,3,0.585,-1.0,0,6,0,403738,1,0,4,2,458,2.2742201988085733,0.4712313003452244,207767.6,173139.66666666666,0.4693965638729203,4.829251466022767,4.829251466022767,11.703340524447725,2.3318496328611418,363468.8461538461,48,4.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
56,13,2516937,2404958,24,8.13,559,4,0.055,-1.0,0,5,1,249677,1,0,11,4,321,0.9555094324929736,0.06887298747763863,179781.2142857143,209744.75,0.07768257735854005,6.253350008933357,10.005360014293371,9.632238322959973,1.1903793044674327,96198.32,43,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
59,11,2770506,1798350,36,21.41,550,2,0.37,-1.0,0,0,1,483847,1,0,6,2,545,0.6491050194061954,0.4709090909090909,230875.5,230875.5,0.1389728328781838,0.0,3.8133284910114402,3.716766422512855,2.0956961838905217,48604.05405405405,48,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
35,0,904406,530113,84,18.82,797,2,0.322,-1.0,1,0,4,381013,1,0,8,3,592,0.5861442912317132,0.28281053952321206,904406.0,75367.16666666667,0.11031101393382264,0.0,10.53027453930049,1.3913215787346396,5.055357146806012,6236.623529411765,35,3.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,27,1759511,1049352,36,13.69,737,3,0.286,-1.0,1,6,1,96594,1,0,11,4,307,0.596388089424795,0.2716417910447761,62839.67857142857,146625.91666666666,0.08164501901935922,5.693371289141928,8.540056933712892,10.863419431647602,0.6587739972708513,28360.864864864863,28,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
34,15,650206,1095744,84,20.82,743,2,0.332,-1.0,0,8,0,225303,1,0,9,3,260,1.685223321188483,0.3127860026917901,40637.875,54183.833333333336,0.35085755977226096,7.5299179776791725,7.5299179776791725,4.8634023363988215,4.158045455524147,12891.105882352942,19,3.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
55,1,2926396,4453750,60,18.29,622,3,0.07,-1.0,0,0,0,60394,1,0,3,1,448,1.5219226919655808,0.07877813504823152,1463198.0,243866.33333333334,0.2783586140415144,0.0,0.0,73.74368739134034,0.24765104524044493,73012.29508196721,54,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
57,19,2768378,3968358,180,10.68,736,1,0.193,-1.0,0,6,3,43632,1,0,4,2,477,1.4334590747870866,0.18355978260869565,138418.9,230698.16666666666,0.15309282088145096,5.701099497760283,14.252748744400709,90.94854811725071,0.18912942179389466,21924.629834254145,38,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
64,19,1515307,89507,60,10.49,718,0,0.425,-1.0,0,7,0,207034,1,0,8,3,589,0.059068519403316026,0.4143454038997214,75765.35,126275.58333333333,0.0061962427053313535,6.8178655906497845,6.8178655906497845,0.4323278672688193,1.6395280465697322,1467.327868852459,45,2.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
63,5,2081126,3026010,12,12.87,692,3,0.33,-1.0,0,6,0,349428,1,0,2,1,39,1.4540246702868205,0.33381502890173415,346854.3333333333,173427.16666666666,0.1871319859615268,6.06323083585968,6.06323083585968,8.659870817819929,2.0148284256017623,232770.0,58,2.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
61,27,258761,3529641,240,21.73,856,1,0.256,-1.0,0,5,0,392619,1,0,5,2,120,13.640492035151993,0.20934579439252338,9241.464285714286,21563.416666666668,2.963952921286224,4.085444146142174,4.085444146142174,8.989967398502369,18.206799009170197,14645.813278008298,34,4.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
37,3,2998019,4988998,36,19.6,835,2,0.358,0.653,1,3,1,492724,0,0,6,2,534,1.6640976377742644,0.30011976047904193,749504.75,249834.91666666666,0.32616194028680834,2.5128634677515858,5.0257269355031715,10.125319397229692,1.9721904143085913,134837.7837837838,34,4.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
22,20,1496216,4324960,60,20.26,561,1,0.581,-1.0,0,3,1,287412,1,0,1,1,1,2.8905967516743893,0.7249554367201426,71248.38095238095,124684.66666666667,0.58563059640643,3.7386505251913835,7.477301050382767,15.047892753633274,2.3050925393723416,70900.98360655738,2,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
59,12,402634,3436975,24,7.63,624,4,0.21,-1.0,0,4,2,415388,1,0,6,2,528,8.536205247929265,0.23557692307692307,30971.846153846152,33552.833333333336,0.6512946670276123,4.48215143268769,11.205378581719225,8.274111736227969,12.379747967196991,137479.0,47,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
48,11,2632065,516983,180,16.85,847,1,0.125,0.696,1,5,3,160224,0,0,5,2,121,0.19641718710701023,0.10330578512396695,219338.75,219338.75,0.03309615771119158,4.128819157720892,11.5606936416185,3.226606334841629,0.7304831887516968,2856.259668508287,37,4.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37,27,829842,4375238,240,21.3,645,2,0.106,-1.0,0,7,1,92999,1,0,9,3,244,5.272368387755274,0.11503875968992248,29637.214285714286,69153.5,1.1229995806491264,7.588663466005886,10.840947808579836,47.04556989247312,1.3448004106746487,18154.514522821577,10,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
25,9,457986,325596,36,20.68,658,3,0.273,-1.0,0,0,1,394242,1,0,11,4,320,0.7109284761357855,0.2904255319148937,45798.6,38165.5,0.1470164778012131,0.0,3.1880977683315623,0.8258764264679398,10.329529823274337,8799.891891891892,16,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42,28,2958484,3859542,84,20.49,727,4,0.476,-1.0,1,3,1,247548,1,0,2,1,402,1.3045670334647632,0.4583218707015131,102016.68965517242,246540.33333333334,0.26730479128584256,2.885804589803491,5.771609179606982,15.591022383447317,1.0040831557656322,45406.376470588235,14,2.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,12,733265,889357,60,16.9,750,2,0.541,0.693,0,2,3,129897,0,0,2,1,423,1.212870909056195,0.5049333333333333,56405.0,61105.416666666664,0.20497210876653707,1.8649260690022649,10.257093379512456,6.846579624012687,2.125750569020984,14579.622950819672,25,3.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
61,17,2162560,1927959,48,14.7,674,2,0.266,-1.0,0,3,4,216021,1,0,9,3,615,0.8915165861217326,0.27626112759643917,120142.22222222222,180213.33333333334,0.13105227155442684,3.112494441974211,15.562472209871054,8.924827100943423,1.1986893384358994,39346.102040816324,44,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,25,2844308,2178550,60,12.88,595,1,0.118,-1.0,0,8,0,243104,1,0,11,4,328,0.7659329559481758,0.1388235294117647,109396.46153846153,237025.66666666666,0.09865178320301514,9.400705052878966,9.400705052878966,8.961354147384874,1.0256398717443889,35713.934426229505,36,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38,25,2591407,1323632,60,10.88,703,3,0.134,-1.0,1,1,0,26142,1,0,1,1,377,0.5107771528065052,0.13342816500711238,99669.5,215950.58333333334,0.05557231833215701,0.9947420775898822,0.9947420775898822,50.63045557128103,0.12105491238583957,21698.885245901638,13,2.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
36,23,1024075,4355248,12,10.2,591,4,0.576,-1.0,0,4,3,147688,1,0,7,3,187,4.252856233326432,0.682233502538071,42669.791666666664,85339.58333333333,0.43378667632730417,4.732127767449721,15.379415244211593,29.489318771201646,1.7305717190043426,335019.07692307694,13,0.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
39,27,2474213,3818862,24,8.39,637,3,0.471,-1.0,0,1,0,394235,1,0,9,3,608,1.5434647124298868,0.5175824175824175,88364.75,206184.41666666666,0.12949611365174957,1.097694840834248,1.097694840834248,9.68674093690074,1.9120411441966678,152754.48,12,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
43,26,2276157,3973034,180,12.01,739,3,0.168,-1.0,0,8,5,453569,1,0,10,4,653,1.7455000927000675,0.15913396481732073,84302.11111111111,189679.75,0.20963354803619588,7.570636744626201,21.76558064080033,8.759472628260246,2.3912231473146326,21950.46408839779,17,2.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
50,13,371171,1165112,12,13.13,756,0,0.393,-1.0,0,4,0,305632,1,0,9,3,271,3.1390083303697476,0.3638888888888889,26512.214285714286,30930.916666666668,0.41213957966824993,3.700277520814061,3.700277520814061,3.812127617109409,9.880797342550709,89624.0,37,3.0,2.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
26,20,1364057,1027569,120,14.09,873,4,0.588,0.667,0,6,0,338239,0,0,9,3,613,0.7533176741751451,0.47147766323024054,64955.09523809524,113671.41666666667,0.10614160434699416,4.807142039601694,4.807142039601694,3.0379878192999055,2.9755591542656563,8492.305785123966,6,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
40,22,468103,1007920,36,17.62,577,2,0.341,-1.0,0,1,0,220704,1,0,3,1,77,2.1531967255139883,0.4136915077989602,20352.304347826088,39008.583333333336,0.37938434786323877,1.2117015752120477,1.2117015752120477,4.566819963299427,5.657686679555237,27241.08108108108,18,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
37,24,1099674,418117,120,10.56,622,0,0.219,-1.0,0,7,0,77048,1,0,5,2,489,0.38021870097983496,0.2464630225080386,43986.96,91639.5,0.04015069319787649,7.868957764573631,7.868957764573631,5.4266375942581995,0.8407636361652326,3455.5123966942147,13,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,19,2579354,4862459,240,21.91,622,0,0.493,-1.0,0,6,0,452105,1,0,9,3,616,1.8851453173370862,0.5548231511254019,128967.7,214946.16666666666,0.41303357759232306,6.744820941063113,6.744820941063113,10.755130434013262,2.1033308185034616,20176.178423236513,2,1.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
61,2,1207147,1463172,180,15.26,887,4,0.421,-1.0,1,6,0,135027,1,0,9,3,264,1.2120899839953345,0.3322435174746336,402382.3333333333,100595.58333333333,0.1849632461009693,4.731328151402502,4.731328151402502,10.836063631246853,1.3422622869066958,8083.823204419889,59,4.0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
48,29,1481461,4834048,12,14.11,574,3,0.259,0.809,1,3,1,250000,0,0,1,1,30,3.2630253087828103,0.31585365853658537,49382.03333333333,123455.08333333333,0.4604094524841155,3.654080389768575,7.30816077953715,19.336114655541376,2.0250115931913713,371849.8461538461,19,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
56,3,639955,2428741,180,21.25,650,3,0.326,-1.0,0,2,0,31303,1,0,6,2,165,3.7951687303502117,0.35107692307692306,159988.75,53329.583333333336,0.8064594932238693,2.1515291224834794,2.1515291224834794,77.58564400715564,0.5869615152031277,13418.45856353591,53,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
58,30,762804,616276,48,19.28,582,2,0.369,-1.0,0,7,1,90201,1,0,4,2,114,0.8079076566094874,0.44381443298969075,24606.58064516129,63567.0,0.1557623500293649,8.409129912476404,12.013042732109147,6.832176670140352,1.4189686634784797,12577.061224489797,28,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
22,2,1227622,278369,48,20.35,574,3,0.533,-1.0,0,2,0,157489,1,0,12,4,359,0.22675446778041794,0.65,409207.3333333333,102301.83333333333,0.04614412072327746,2.43605359317905,2.43605359317905,1.7675344466315321,1.5394392791336833,5681.0,20,0.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51,9,2509493,1709276,24,19.91,741,4,0.452,-1.0,0,7,2,301517,1,0,8,3,236,0.6811237643923437,0.42699055330634283,250949.3,209124.41666666666,0.13561114705888216,6.606444654172847,12.269111500606716,5.668902022433155,1.4417998768681475,68371.04,42,3.0,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
53,14,1791443,3778977,48,8.33,615,1,0.41,-1.0,0,5,4,101052,1,0,1,1,20,2.1094586266721147,0.4666666666666666,119429.53333333334,149286.91666666666,0.17571682464812124,5.684586649342212,19.327594607763523,37.395990222952314,0.6768933632159334,77121.97959183673,39,0.0,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
43,21,2084604,2568834,120,10.88,652,4,0.143,0.847,1,6,0,451010,0,0,5,2,133,1.2322881313246394,0.1535276073619632,94754.72727272728,173717.0,0.1340722412185266,6.434809253868546,6.434809253868546,5.695723607628195,2.596219159787702,21230.03305785124,22,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
32,16,2307616,721872,60,21.91,684,1,0.556,-1.0,0,8,1,23960,1,0,9,3,270,0.31282140840529427,0.5690058479532164,135742.11764705883,192301.33333333334,0.06853884386911581,8.178764422374764,11.245801080765299,30.12695630399399,0.12459547206048809,11833.967213114754,16,2.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
48,23,1295597,497240,240,14.94,666,2,0.179,-1.0,0,5,0,386289,1,0,5,2,128,0.383791886063424,0.18813813813813812,53983.208333333336,107966.41666666667,0.057338020961570965,5.249737513124344,5.249737513124344,1.2872194465298092,3.5778294223025617,2063.2365145228214,25,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
57,27,2466811,3848058,12,16.46,766,0,0.303,-1.0,1,4,0,451034,1,0,2,1,58,1.5599316040298166,0.2768929503916449,88100.39285714286,205567.58333333334,0.25676359706391577,3.6520151297769665,3.6520151297769665,8.531617280255412,2.194080402201536,296004.46153846156,30,3.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
28,9,1349750,51999,120,16.69,818,1,0.522,-1.0,0,0,0,347061,1,0,2,1,54,0.03852488347850826,0.4466992665036675,134975.0,112479.16666666667,0.0064297506523372265,0.0,0.0,0.14982625582748904,3.0855306342896007,429.74380165289256,19,4.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
28,27,1365236,3586453,180,8.61,814,0,0.368,-1.0,0,6,2,348523,1,0,10,4,273,2.626981981882999,0.31646191646191646,48758.42857142857,113769.66666666667,0.22618132624988277,5.155271879219345,10.31054375843869,10.290404678013566,3.0633818910556907,19814.657458563535,1,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
33,30,2668544,2317350,12,20.2,804,2,0.607,-1.0,1,6,1,486216,1,0,1,1,368,0.8683945745715361,0.5284825870646765,86082.06451612903,222378.66666666666,0.17541498098597144,5.219336398657886,7.829004597986828,4.766081811207753,2.1864229193616325,178257.6923076923,3,4.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,19,2917737,2929259,120,21.5,836,0,0.34,0.912,0,3,0,123398,0,0,4,2,105,1.0039486067631844,0.284688995215311,145886.85,243144.75,0.21584813669715935,2.509860164933668,2.509860164933668,23.738109709154855,0.507506300233502,24208.752066115703,45,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
25,6,1056625,4021624,48,19.78,859,2,0.072,0.588,0,6,1,372670,0,0,1,1,365,3.806099793115066,0.05867287543655413,150946.42857142858,88052.08333333333,0.7528387016543997,4.88542514830755,7.328137722461324,10.791352157801386,4.232333336803462,82073.95918367348,19,4.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
35,0,2196210,2629664,60,12.16,674,3,0.599,-1.0,1,3,2,87605,1,0,12,4,337,1.1973640055532004,0.622106824925816,2196210.0,183017.5,0.1455987338256333,3.112494441974211,9.337483325922632,30.016939479031116,0.4786674571149911,43109.24590163935,35,1.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
41,7,2840015,412041,240,17.04,640,0,0.643,-1.0,0,5,1,117224,1,0,9,3,263,0.1450840417800463,0.7032812500000001,355001.875,236667.91666666666,0.024722224964762656,5.462775089745591,8.740440143592945,3.5149584133077414,0.4953079671425659,1709.713692946058,34,1.0,3.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
42,13,2715402,1576410,240,7.64,716,1,0.163,-1.0,0,7,0,218855,1,0,7,3,200,0.5805436614749265,0.15935754189944135,193957.2857142857,226283.5,0.04435335606283241,6.836891307381053,6.836891307381053,7.202955367913148,0.9671674374515268,6541.120331950207,29,2.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
64,22,1557734,2700676,60,19.36,748,0,0.429,-1.0,1,3,0,257037,1,0,7,3,571,1.733719791877309,0.40147058823529413,67727.56521739131,129811.16666666667,0.3356457815330612,2.804861760384667,2.804861760384667,10.506913374676119,1.9800686376341199,44273.37704918033,42,3.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
60,9,415353,863534,12,8.31,614,3,0.067,-1.0,0,5,1,408328,1,0,2,1,36,2.0790313804610046,0.07638436482084691,41535.3,34612.75,0.17276293236069482,5.69383439075972,9.110135025215552,2.1147995856282558,11.796699288577516,66425.69230769231,51,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
46,30,280111,2915678,84,17.33,771,0,0.648,0.632,1,6,1,87408,0,0,3,1,82,10.40897212543554,0.5883268482490273,9035.838709677419,23342.583333333332,1.8038040339422323,5.4425294803680195,8.16379422055203,33.35672528000549,3.7444122760358844,34302.09411764706,16,3.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
60,11,2855998,1384816,36,14.18,875,3,0.28,0.873,1,3,1,462400,0,0,6,2,545,0.4848797215965412,0.22400000000000003,237999.83333333334,237999.83333333334,0.06875567970700382,2.3980815347721824,4.796163069544365,2.9948378139320635,1.9428503401598733,37427.45945945946,49,4.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46,20,1452429,2038201,48,15.19,722,0,0.308,0.768,1,0,2,201720,0,0,3,1,440,1.4033041179265093,0.29861495844875346,69163.28571428571,121035.75,0.21316028114050756,0.0,5.811540058115401,10.10405956742233,1.6666012595348108,41595.93877551021,26,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
40,3,822362,4610021,60,15.62,553,0,0.064,-1.0,0,2,0,288127,1,0,12,4,349,5.605822489581851,0.0810126582278481,205590.5,68530.16666666667,0.8756177605323124,2.5284450063211126,2.5284450063211126,15.999906291648156,4.204320661888629,75574.11475409837,37,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
60,12,2137962,4915671,240,21.81,854,4,0.534,-1.0,0,6,0,279381,1,0,11,4,331,2.299231090528695,0.43770491803278694,164458.61538461538,178163.5,0.5014597207917402,4.914004914004915,4.914004914004915,17.594802098918326,1.568107002236697,20396.97510373444,48,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,9,418821,1495038,120,12.67,576,4,0.405,-1.0,0,0,0,64783,1,0,7,3,565,3.5696262373991816,0.49218750000000006,41882.1,34901.75,0.45225976606427865,0.0,0.0,23.077272165966907,1.85610016402719,12355.685950413223,44,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
38,27,1815054,3123662,240,15.64,638,4,0.649,-1.0,0,5,1,440071,1,0,5,2,510,1.7209737445972713,0.7120689655172414,64823.357142857145,151254.5,0.2691586624398231,5.479881008298105,8.767809613276969,7.098070315766511,2.909454532231886,12961.253112033195,11,1.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
56,3,2741063,1329027,240,21.22,750,1,0.644,0.879,0,7,1,107111,0,0,8,3,590,0.48485806971307494,0.6010666666666667,685265.75,228421.91666666666,0.10288646950557719,6.527241241507927,9.324630345011323,12.407825453730675,0.46891529783023084,5514.634854771784,53,3.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
60,15,1654946,3655268,180,16.3,686,4,0.318,-1.0,0,1,1,484355,1,0,1,1,20,2.2086918795586805,0.32448979591836735,103434.125,137912.16666666666,0.36001438344658904,1.019367991845056,4.077471967380224,7.546655765593902,3.5120287040517044,20194.850828729283,45,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
59,27,2878305,1143332,48,18.92,690,3,0.425,-1.0,0,2,0,485313,1,0,11,4,316,0.39722392268229995,0.43115942028985504,102796.60714285714,239858.75,0.07515447895419441,2.0269292022585783,2.0269292022585783,2.355860329601042,2.0233198775534453,23333.30612244898,32,2.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
37,22,2025814,4081300,120,19.48,627,4,0.532,-1.0,0,6,1,430104,1,0,11,4,686,2.014645957306072,0.593939393939394,88078.86956521739,168817.83333333334,0.3924509015088166,6.691094471881472,10.03664170782221,9.489078248334708,2.5477252241801613,33729.7520661157,15,1.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
55,27,1373564,1723974,24,16.88,585,0,0.055,0.769,0,2,0,315239,0,0,5,2,149,1.2551091502768343,0.06581196581196581,49055.857142857145,114463.66666666667,0.2118607279102139,2.3903022024927436,2.3903022024927436,5.468766653977921,2.7540288997478113,68958.96,28,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63,26,981973,2833320,84,15.41,751,1,0.638,0.486,0,0,1,15733,0,0,5,2,139,2.8853309761765584,0.5946737683089214,36369.37037037037,81831.08333333333,0.44462452277784287,0.0,2.7936676865770917,180.0762679547477,0.19225955589953003,33333.17647058824,37,3.0,3.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24,11,1736595,1473339,84,14.53,579,3,0.517,-1.0,1,1,0,37276,1,0,9,3,620,0.8484063075119371,0.6250431778929189,144716.25,144716.25,0.12327265564402308,1.2075211316198033,1.2075211316198033,39.524076508302706,0.2575781394408752,17333.4,13,0.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,13,775259,1666828,36,11.3,817,3,0.601,-1.0,0,1,2,344047,1,0,10,4,658,2.1500245079070246,0.5149326805385557,55375.642857142855,64604.916666666664,0.24294932223699844,0.8560596795890915,5.992417757123641,4.844754220341348,5.325317211658891,45049.40540540541,14,4.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,25,2774403,2484774,60,17.35,687,0,0.471,-1.0,0,2,1,157782,1,0,7,3,573,0.8956064077185587,0.4799126637554585,106707.80769230769,231200.25,0.1553870956580036,2.0357714119528865,5.089428529882216,15.748046367479386,0.6824444071993555,40734.0,4,2.0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
51,19,1652681,2252255,180,12.61,649,3,0.201,0.596,0,2,1,152548,0,0,2,1,405,1.362787880548103,0.21679506933744222,82634.05,137723.41666666666,0.17184640795356426,2.1548406957057105,5.387101739264276,14.764141357858787,1.1076322099748714,12443.397790055249,32,1.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
51,30,1192397,3614688,48,17.3,824,3,0.296,0.897,0,7,3,1311,0,0,11,4,670,3.0314441990006693,0.25145631067961166,38464.41935483871,99366.41666666667,0.5244350084576686,5.941554504668365,13.580696010670549,2755.0975609756097,0.013193459626688492,73769.14285714286,21,4.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
60,24,1865373,4352489,36,9.93,670,0,0.375,-1.0,0,5,5,157148,1,0,10,4,649,2.3333063503619114,0.39179104477611937,74614.92,155447.75,0.23169595429361767,5.218428507529446,20.873714030117785,27.696574588447906,1.0109312554780916,117634.83783783784,36,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,28,2701211,4066577,240,18.05,655,4,0.237,-1.0,0,3,0,194415,1,0,9,3,608,1.5054638436375967,0.2532824427480916,93145.20689655172,225100.91666666666,0.27173511720431826,3.2026841543388747,3.2026841543388747,20.91688441280553,0.8636754536741321,16873.76348547718,10,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
